Booking ID,Customer ID,Booking Date,Check-in Date,Check-out Date,Booking Platform,Payment Method,Loyalty Membership Status,Room Type,Booking Amount,Discount Applied,Cancellation Status
BK00112,CUST9676,3/20/2024,3/26/2024,3/27/2024,Website,Points Redemption,Gold,Deluxe,1370.83,25,No
BK00148,CUST9900,3/20/2024,4/19/2024,4/25/2024,Mobile App,Bank Transfer,Gold,Presidential Suite,796.63,0,Yes
BK00179,CUST4140,3/20/2024,4/10/2024,4/12/2024,Website,Credit Card,Platinum,Deluxe,1143.91,0,No
BK00196,CUST4068,3/20/2024,4/9/2024,4/18/2024,Third-Party OTA,PayPal,Non-Member,Standard,410.71,20,Yes
BK00273,CUST7963,3/20/2024,4/2/2024,4/10/2024,Third-Party OTA,Bank Transfer,Non-Member,Presidential Suite,1001.19,15,Yes
BK00321,CUST9919,3/20/2024,3/27/2024,3/31/2024,Website,Bank Transfer,Ambassador,Presidential Suite,1321.71,15,Yes
BK00354,CUST2632,3/20/2024,4/16/2024,4/21/2024,Website,Points Redemption,Ambassador,Presidential Suite,845,5,Yes
BK00362,CUST1605,3/20/2024,4/7/2024,4/16/2024,Mobile App,Points Redemption,Non-Member,Standard,850.32,0,Yes
BK00436,CUST1873,3/20/2024,4/5/2024,4/15/2024,Website,Bank Transfer,Titanium,Standard,1081.78,0,Yes
BK00446,CUST6399,3/20/2024,3/21/2024,3/29/2024,Website,Credit Card,Gold,Presidential Suite,818.79,25,No
BK00019,CUST3551,3/21/2024,4/3/2024,4/9/2024,Third-Party OTA,Credit Card,Gold,Standard,617.07,5,Yes
BK00186,CUST9178,3/21/2024,3/22/2024,3/24/2024,Mobile App,PayPal,Non-Member,Suite,1007.37,25,Yes
BK00472,CUST2632,3/21/2024,3/29/2024,3/30/2024,Third-Party OTA,PayPal,Non-Member,Standard,969.75,0,Yes
BK00265,CUST6824,3/22/2024,4/9/2024,4/12/2024,Mobile App,PayPal,Platinum,Presidential Suite,1101.37,10,Yes
BK00270,CUST2624,3/22/2024,4/9/2024,4/10/2024,Third-Party OTA,PayPal,Silver,Deluxe,782.02,20,No
BK00384,CUST3379,3/22/2024,4/15/2024,4/17/2024,Website,PayPal,Gold,Suite,858.49,25,No
BK00400,CUST2192,3/22/2024,3/30/2024,4/2/2024,Website,Credit Card,Non-Member,Deluxe,177.93,25,Yes
BK00068,CUST1937,3/23/2024,3/29/2024,3/30/2024,Mobile App,Points Redemption,Titanium,Presidential Suite,1099.6,20,No
BK00325,CUST6035,3/23/2024,4/6/2024,4/10/2024,Third-Party OTA,Credit Card,Ambassador,Suite,717.28,0,Yes
BK00347,CUST4298,3/23/2024,4/17/2024,4/24/2024,Third-Party OTA,Credit Card,Ambassador,Suite,599.16,25,No
BK00369,CUST1107,3/23/2024,4/15/2024,4/24/2024,Website,Points Redemption,Platinum,Presidential Suite,1178.15,15,Yes
BK00440,CUST2322,3/23/2024,4/17/2024,4/22/2024,Mobile App,Credit Card,Non-Member,Suite,658.26,10,No
BK00444,CUST5804,3/23/2024,4/14/2024,4/24/2024,Mobile App,PayPal,Titanium,Presidential Suite,165.46,10,Yes
BK00047,CUST7866,3/24/2024,4/10/2024,4/17/2024,Mobile App,PayPal,Ambassador,Deluxe,1386.89,0,Yes
BK00089,CUST9021,3/24/2024,4/22/2024,4/23/2024,Mobile App,PayPal,Gold,Standard,1171.49,5,Yes
BK00104,CUST1752,3/24/2024,4/5/2024,4/10/2024,Third-Party OTA,Bank Transfer,Gold,Suite,585.65,20,No
BK00150,CUST7508,3/24/2024,4/5/2024,4/15/2024,Mobile App,Points Redemption,Titanium,Standard,1037.51,0,No
BK00258,CUST3108,3/24/2024,4/13/2024,4/15/2024,Mobile App,Credit Card,Platinum,Deluxe,552.46,5,Yes
BK00338,CUST7141,3/24/2024,4/12/2024,4/15/2024,Mobile App,Credit Card,Ambassador,Standard,909.34,15,No
BK00441,CUST4101,3/24/2024,3/27/2024,3/29/2024,Mobile App,Bank Transfer,Platinum,Standard,884.22,20,No
BK00025,CUST3191,3/25/2024,4/18/2024,4/22/2024,Website,Credit Card,Platinum,Standard,1161.21,20,Yes
BK00102,CUST1304,3/25/2024,4/21/2024,4/25/2024,Mobile App,Bank Transfer,Titanium,Presidential Suite,1046.37,10,No
BK00334,CUST9557,3/25/2024,4/21/2024,4/28/2024,Third-Party OTA,PayPal,Platinum,Deluxe,693.74,20,No
BK00412,CUST2974,3/25/2024,4/15/2024,4/24/2024,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,795.28,10,No
BK00072,CUST7698,3/26/2024,4/22/2024,4/23/2024,Website,Points Redemption,Gold,Suite,995.27,0,No
BK00151,CUST2673,3/26/2024,4/16/2024,4/24/2024,Mobile App,Credit Card,Silver,Standard,981.11,20,Yes
BK00209,CUST4938,3/26/2024,4/21/2024,4/25/2024,Mobile App,PayPal,Gold,Deluxe,762.23,25,No
BK00293,CUST8570,3/26/2024,4/12/2024,4/20/2024,Website,PayPal,Platinum,Presidential Suite,1465.86,10,No
BK00324,CUST4580,3/26/2024,4/9/2024,4/13/2024,Third-Party OTA,Credit Card,Non-Member,Suite,147,25,Yes
BK00471,CUST4517,3/26/2024,4/6/2024,4/15/2024,Third-Party OTA,Points Redemption,Non-Member,Standard,628.12,20,Yes
BK00054,CUST7005,3/27/2024,4/10/2024,4/13/2024,Third-Party OTA,Credit Card,Titanium,Presidential Suite,885.59,20,Yes
BK00144,CUST9111,3/27/2024,4/22/2024,5/1/2024,Mobile App,Bank Transfer,Platinum,Presidential Suite,968.94,25,No
BK00261,CUST2216,3/27/2024,4/18/2024,4/25/2024,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,1198.92,5,No
BK00371,CUST9181,3/27/2024,4/21/2024,4/23/2024,Mobile App,Credit Card,Non-Member,Suite,367.49,10,Yes
BK00426,CUST3339,3/27/2024,4/9/2024,4/14/2024,Mobile App,Credit Card,Silver,Suite,624.08,0,Yes
BK00048,CUST3607,3/28/2024,4/22/2024,4/24/2024,Website,Bank Transfer,Ambassador,Standard,777.35,5,No
BK00238,CUST6512,3/28/2024,4/23/2024,5/1/2024,Website,Bank Transfer,Silver,Deluxe,334.25,10,Yes
BK00468,CUST1680,3/28/2024,4/23/2024,4/26/2024,Mobile App,Bank Transfer,Silver,Standard,1319.58,0,Yes
BK00164,CUST4691,3/29/2024,4/21/2024,4/25/2024,Third-Party OTA,Bank Transfer,Non-Member,Deluxe,1003.29,20,Yes
BK00192,CUST1121,3/29/2024,4/13/2024,4/17/2024,Mobile App,Points Redemption,Ambassador,Suite,176.21,15,No
BK00218,CUST3142,3/29/2024,4/4/2024,4/7/2024,Mobile App,Bank Transfer,Titanium,Suite,503.13,10,No
BK00266,CUST8598,3/29/2024,4/4/2024,4/10/2024,Website,Credit Card,Titanium,Presidential Suite,670.77,10,Yes
BK00415,CUST7814,3/29/2024,4/1/2024,4/5/2024,Website,PayPal,Gold,Deluxe,836.87,20,Yes
BK00437,CUST8478,3/29/2024,4/28/2024,5/1/2024,Website,PayPal,Gold,Standard,807.95,20,Yes
BK00460,CUST8149,3/29/2024,4/9/2024,4/15/2024,Mobile App,Credit Card,Ambassador,Suite,366.1,5,No
BK00013,CUST7116,3/30/2024,4/10/2024,4/19/2024,Website,PayPal,Silver,Standard,898.9,5,Yes
BK00153,CUST8255,3/30/2024,4/4/2024,4/10/2024,Website,Points Redemption,Ambassador,Deluxe,465.06,20,No
BK00182,CUST3565,3/30/2024,4/11/2024,4/17/2024,Mobile App,Credit Card,Silver,Presidential Suite,975.31,10,No
BK00274,CUST3483,3/30/2024,4/14/2024,4/21/2024,Third-Party OTA,Bank Transfer,Titanium,Suite,335.03,10,Yes
BK00462,CUST5508,3/30/2024,4/6/2024,4/8/2024,Mobile App,Bank Transfer,Platinum,Suite,1117.27,20,Yes
BK00494,CUST2398,3/30/2024,4/11/2024,4/16/2024,Mobile App,Bank Transfer,Platinum,Presidential Suite,1329.28,15,No
BK00042,CUST1844,3/31/2024,4/24/2024,4/27/2024,Third-Party OTA,Bank Transfer,Ambassador,Deluxe,599.15,10,Yes
BK00075,CUST9206,3/31/2024,4/7/2024,4/15/2024,Third-Party OTA,PayPal,Platinum,Deluxe,1115.43,5,No
BK00180,CUST2247,3/31/2024,4/25/2024,4/29/2024,Website,Bank Transfer,Titanium,Suite,919.53,0,No
BK00242,CUST9609,3/31/2024,4/11/2024,4/13/2024,Third-Party OTA,Credit Card,Silver,Suite,1462.92,20,No
BK00279,CUST8688,3/31/2024,4/2/2024,4/6/2024,Website,Credit Card,Ambassador,Suite,1166.79,15,Yes
BK00323,CUST6545,3/31/2024,4/12/2024,4/18/2024,Website,Bank Transfer,Non-Member,Presidential Suite,1160.72,15,Yes
BK00343,CUST2116,3/31/2024,4/7/2024,4/17/2024,Mobile App,Credit Card,Platinum,Standard,1268.2,10,Yes
BK00374,CUST3956,3/31/2024,4/30/2024,5/5/2024,Third-Party OTA,Points Redemption,Gold,Presidential Suite,566.19,10,Yes
